,index,Review,sentiment
618,617,You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.,0
619,620,DO NOT BUY DO NOT BUYIT SUCKS,0
620,624,Very Dissapointing Performance.,0
621,625,Don't make the same mistake that I did and please don't buy this phone.,0
622,626,This phone might well be the worst I've ever had in any brand.,0
623,627,Case was more or less an extra that I originally put on but later discarded because it scratched my ear.,0
624,629,Don't bother - go to the store.,0
625,632,You get what you pay for I guess.,0
626,638,Disappointing accessory from a good manufacturer.,0
627,644,Linksys should have some way to exchange a bad phone for a refurb unit or something!,0
628,649,Battery is terrible.,0
629,651,The earpiece on this is too large or too heavy...it keeps falling out of my ear.,0
630,652,Utter crap.. Sound quality is TERRIBLE.,0
631,657,Talk about USELESS customer service.,0
632,658,"It felt too light and ""tinny."".",0
633,659,This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.,0
634,664,I could not recommend these more.,0
635,669,its extremely slow and takes forever to do anything with it.,0
636,670,"A must study for anyone interested in the ""worst sins"" of industrial design.",0
637,671,The first thing that happened was that the tracking was off.,0
638,673,Then I had to continue pairing it periodically since it somehow kept dropping.,0
639,674,Can't upload ringtones from a third party.,0
640,676,Truly awful.,0
641,679,And none of the tones is acceptable.,0
642,680,camera color balance is AWFUL.,0
643,683,Chinese Forgeries Abound!.,0
644,685,The instructions didn't explain that a microphone jack could be used.,0
645,686,i would advise to not purchase this item it never worked very well.,0
646,687,Too bad you have to pay up to $$$ a month for the service!,0
647,689,The nokia CA-42 USB cable did not work with my phone.,0
648,693,The design might be ergonomic in theory but I could not stand having these in my ear.,0
649,694,Do NOT buy if you want to use the holster.,0
650,696,It doesn't make you look cool.,0
651,703,So just beware.,0
652,705,So anyone near you will hear part of your conversation.,0
653,707,I bought this phone as a replacement for my StarTac and have regretted it since.,0
654,709,Can't store anything but phone numbers to SIM.,0
655,711,Poor quality.,0
656,713,Not worth it.,0
657,714,The phone crashed completely and now I have to get it replaced.,0
658,718,if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.,0
659,722,Think it over when you plan to own this one!This sure is the last MOTO phone for me!,0
660,728,After receiving and using the product for just 2 days it broke.,0
661,730,None of the three sizes they sent with the headset would stay in my ears.,0
662,733,We have tried 2 units and they both failed within 2 months.. Pros,0
663,741,It dit not work most of the time with my Nokia 5320.,0
664,747,Does not fit.,0
665,750,disappointing.,0
666,753,The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.,0
667,754,Then a few days later the a puff of smoke came out of the phone while in use.,0
668,756,The nano stated it.My son was dissapointed.,0
669,759,Would not reccommend.,0
670,762,This particular model would not work with my Motorola Q smartphone.,0
671,763,wont work right or atleast for me.,0
672,765,"But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.",0
673,769,AFter the first charge kept going dead after 12 minutes.,0
674,779,I am sorry I made this purchase.,0
675,780,I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.,0
676,781,Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.,0
677,782,It was horrible!.,0
678,783,I don't think it would hold it too securly on your belt.,0
679,784,This allows the possibility of double booking for the same date and time after the first.,0
680,785,They work about 2 weeks then break.,0
681,788,I can't use this case because the smell is disgusting.,0
682,789,NOT WHAT I WANTED.,0
683,797,$50 Down the drain.,0
684,798,I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.,0
685,804,Does Not Work.,0
686,809,Improper description.... I had to return it.,0
687,813,Battery has no life.,0
688,814,I checked everywhere and there is no feature for it which is really disappointing.,0
689,817,Doesn't do the job.,0
690,823,Awkward to use and unreliable.,0
691,825,Not as good as I had hoped.,0
692,827,Doesn't Work.,0
693,829,Unfortunately it did not work.,0
694,830,All three broke within two months of use.,0
695,831,dont buy it.,0
696,836,I don't like this Nokia either.,0
697,838,I have bought this Nokia cell phone a few weeks ago and it was a nightmare.,0
698,839,It would take too long to describe how bad my customer service experience has been with Amazon.,0
699,840,the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!,0
700,841,Terrible.. My car will not accept this cassette.,0
701,843,It's not what it says it is.,0
702,844,Stay Away From the Q!.,0
703,845,Used and dirty.,0
704,846,Very unreliable service from T-mobile !,0
705,847,Not good enough for the price.,0
706,848,I bought two of them and neither will charge.,0
707,852,These products cover up the important light sensor above the ear outlet.,0
708,854,Just does not work.,0
709,855,Poor Reliability.,0
710,859,Last time buying from you.,0
711,860,It was a waste of my money.,0
712,867,The item received was Counterfeit.,0
713,874,This is by far the worst purchase I've made on Amazon.,0
714,877,Does not work for listening to music with the cingular 8125.,0
715,880,Having trouble with volume.,0
716,882,WARNING - DO NOT BUY!!.,0
717,887,Don't trust their website and don't expect any helpful support.,0
718,889,The speaker is of low quality so as making the ring tones sound very cheap.,0
719,892,Bad Reception.,0
720,893,This product is very High quality Chinese CRAP!!!!!!,0
721,896,Don't buy this product - It fails!.,0
722,897,Everything about this product is wrong.First,0
723,900,Terrible phone holder.,0
724,903,Problem is that the ear loops are made of weak material and break easily.,0
725,904,Not nearly as good looking as the AMAZON picture makes it look.,0
726,906,How stupid is that?,0
727,911,It always cuts out and makes a beep beep beep sound then says signal failed.,0
728,912,Couldn't figure it out,0
729,914,So I had to take the battery out of the phone put it all back together and then restart it.,0
730,920,It also had a new problem.,0
731,925,It looses connection to the phone even when it is within a couple feet between the two.,0
732,927,Makes it easier to keep up with my bluetooth when I'm not wearing it.,0
733,928,As I said above....PRETTY USELESS!,0
734,929,Never got it!!!!!,0
735,930,This pair of headphones is the worst that I have ever had sound-wise.,0
736,931,[...] down the drain because of a weak snap!,0
737,932,Does not charge the Cingular (ATT) 8525 phone.,0
738,935,I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.,0
739,942,I'm returning them.,0
740,943,I does not maintain a connection with the computer while it is on my lap.,0
741,948,I had to purchase a different case.,0
742,950,Very much disappointed with this company.,0
743,952,It didn't charge for me.,0
744,954,Buttons are too small.,0
745,964,I cannot make calls at certain places.,0
746,967,This company charge me a restocking fee and still not given me my refund back.,0
747,968,I'm trying to return it for a refund.,0
748,969,I plugged it in only to find out not a darn thing worked.,0
749,971,Earbud piece breaks easily.,0
750,972,Lousy product.,0
751,973,This phone tries very hard to do everything but fails at it's very ability to be a phone.,0
752,978,Not enough volume.,0
753,979,Echo Problem....Very unsatisfactory,0
754,980,you could only take 2 videos at a time and the quality was very poor.,0
755,981,don't waste your money.,0
756,982,I am going to have to be the first to negatively review this product.,0
757,983,Adapter does not provide enough charging current.,0
758,985,You also cannot take pictures with it in the case because the lense is covered.,0
759,986,Phone falls out easily.,0
760,988,The text messaging feature is really tricky to use.,0
761,989,I'm really disappointed all I have now is a charger that doesn't work.,0
762,990,Painful on the ear.,0
763,991,Lasted one day and then blew up.,0
764,992,disappointed.,0
765,993,Kind of flops around.,0
766,994,The screen does get smudged easily because it touches your ear and face.,0
767,995,What a piece of junk.. I lose more calls on this phone.,0
768,996,Item Does Not Match Picture.,0
769,997,The only thing that disappoint me is the infra red port (irda).,0
